109.312500,-0.062500,-0.062500,-0.625000,0.375000,-0.062500,0.437500,0.312500,-0.062500,71.437500,-0.062500,-0.062500,-0.312500,0.812500,0.062500,-0.250000,-0.375000,0.625000,1.000000
109.312500,-0.062500,-0.062500,-0.375000,-0.250000,-0.562500,0.375000,0.375000,-0.062500,71.437500,-0.062500,-0.062500,-0.312500,0.875000,0.125000,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,-0.375000,-0.187500,-0.562500,0.250000,0.312500,-0.062500,71.437500,-0.062500,-0.062500,-0.312500,0.875000,0.062500,-0.125000,-0.562500,0.625000,1.000000
109.312500,-0.062500,-0.062500,-0.375000,-0.187500,-0.562500,0.250000,0.312500,-0.062500,71.437500,-0.062500,-0.062500,-0.125000,0.750000,0.125000,0.062500,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,-0.062500,-0.250000,-0.625000,0.312500,0.312500,-0.062500,71.437500,-0.062500,-0.062500,-0.125000,0.687500,0.125000,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,0.437500,0.312500,-0.062500,0.437500,0.125000,-0.062500,71.437500,-0.062500,-0.062500,0.062500,0.750000,0.250000,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,0.437500,0.375000,-0.062500,0.312500,0.375000,-0.062500,71.437500,-0.062500,-0.062500,0.187500,0.500000,0.125000,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,0.000000,0.312500,-0.062500,0.375000,0.312500,-0.062500,71.437500,-0.062500,-0.062500,0.187500,0.500000,0.125000,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,0.125000,0.562500,-0.062500,0.312500,0.375000,-0.062500,71.437500,-0.062500,-0.062500,0.312500,0.500000,0.187500,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,0.125000,0.562500,-0.062500,0.562500,0.312500,-0.062500,71.437500,-0.062500,-0.062500,0.437500,0.562500,0.312500,0.000000,-0.062500,-0.062500,1.000000
109.312500,-0.062500,-0.062500,-0.062500,1.125000,-0.062500,0.500000,0.125000,0.000000,71.437500,-0.062500,-0.062500,0.562500,0.562500,0.437500,0.000000,-0.062500,-0.062500,1.000000
