2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.125000000000000000e+00,2.500000000000000000e-01,-6.250000000000000000e-02,-3.750000000000000000e-01,-9.375000000000000000e-01,0.000000000000000000e+00,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-8.750000000000000000e-01,-4.375000000000000000e-01,1.250000000000000000e-01,-1.875000000000000000e-01,-1.250000000000000000e-01,-8.750000000000000000e-01,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.750000000000000000e+00,3.750000000000000000e-01,-6.250000000000000000e-02,-1.875000000000000000e-01,-8.125000000000000000e-01,1.250000000000000000e-01,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-8.750000000000000000e-01,-4.375000000000000000e-01,1.250000000000000000e-01,-1.875000000000000000e-01,-1.250000000000000000e-01,-8.750000000000000000e-01,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.625000000000000000e+00,1.250000000000000000e-01,-6.250000000000000000e-02,-1.250000000000000000e-01,-7.500000000000000000e-01,1.875000000000000000e-01,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-1.000000000000000000e+00,-2.500000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.625000000000000000e+00,1.250000000000000000e-01,-6.250000000000000000e-02,-1.250000000000000000e-01,-6.875000000000000000e-01,6.250000000000000000e-02,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-6.875000000000000000e-01,-1.250000000000000000e-01,-2.500000000000000000e-01,6.250000000000000000e-02,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.437500000000000000e+00,6.250000000000000000e-02,-6.250000000000000000e-02,-1.250000000000000000e-01,-6.875000000000000000e-01,6.250000000000000000e-02,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-5.625000000000000000e-01,-2.500000000000000000e-01,-6.875000000000000000e-01,1.875000000000000000e-01,1.875000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.000000000000000000e+00,-6.250000000000000000e-02,-2.500000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-3.125000000000000000e-01,-4.375000000000000000e-01,-9.375000000000000000e-01,1.875000000000000000e-01,2.500000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-3.125000000000000000e-01,-1.250000000000000000e-01,-4.375000000000000000e-01,-1.250000000000000000e-01,-8.125000000000000000e-01,2.500000000000000000e-01,2.635625000000000000e+02,-1.306250000000000000e+01,-6.250000000000000000e-02,-1.250000000000000000e-01,-3.750000000000000000e-01,-9.375000000000000000e-01,6.250000000000000000e-02,5.625000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,1.250000000000000000e-01,-3.750000000000000000e-01,-3.750000000000000000e-01,-2.500000000000000000e-01,-4.375000000000000000e-01,0.000000000000000000e+00,2.635625000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,-1.250000000000000000e-01,-3.750000000000000000e-01,-9.375000000000000000e-01,6.250000000000000000e-02,5.625000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,1.125000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,-9.375000000000000000e-01,-1.875000000000000000e-01,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,2.500000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,5.000000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,8.125000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,-5.000000000000000000e-01,-1.875000000000000000e-01,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,4.375000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-1.875000000000000000e-01,2.500000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,8.125000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,-4.375000000000000000e-01,-3.750000000000000000e-01,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,4.375000000000000000e-01,1.875000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,1.250000000000000000e-01,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,-4.375000000000000000e-01,-3.750000000000000000e-01,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,5.000000000000000000e-01,5.625000000000000000e-01,6.250000000000000000e-02,6.250000000000000000e-02,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-3.750000000000000000e-01,-3.125000000000000000e-01,-6.250000000000000000e-02,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,2.500000000000000000e-01,1.875000000000000000e-01,6.250000000000000000e-02,1.875000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,0.000000000000000000e+00,-1.875000000000000000e-01,1.250000000000000000e-01,6.250000000000000000e-02,-1.250000000000000000e+00,2.500000000000000000e-01,-1.784375000000000000e+03,-1.300000000000000000e+01,-6.250000000000000000e-02,2.500000000000000000e-01,1.875000000000000000e-01,6.250000000000000000e-02,1.875000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-1.875000000000000000e-01,-3.750000000000000000e-01,1.250000000000000000e-01,6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,1.250000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,2.500000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.831250000000000000e+01,-1.125000000000000000e+00,-2.500000000000000000e-01,-1.062500000000000000e+00,3.750000000000000000e-01,6.250000000000000000e-02,-6.250000000000000000e-02,-6.250000000000000000e-02,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,1.250000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.825000000000000000e+01,-1.125000000000000000e+00,-2.500000000000000000e-01,-1.062500000000000000e+00,3.750000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,2.636250000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,-1.875000000000000000e-01,-5.000000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-1.875000000000000000e-01,-8.750000000000000000e-01,1.000000000000000000e+00
2.501875000000000000e+02,-8.825000000000000000e+01,-1.125000000000000000e+00,-5.625000000000000000e-01,-8.750000000000000000e-01,1.875000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,2.635625000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,-2.500000000000000000e-01,-6.875000000000000000e-01,-1.250000000000000000e-01,-6.250000000000000000e-02,-6.250000000000000000e-02,-7.500000000000000000e-01,1.000000000000000000e+00
2.501875000000000000e+02,-8.825000000000000000e+01,-1.125000000000000000e+00,-3.750000000000000000e-01,-3.750000000000000000e-01,6.250000000000000000e-02,-2.500000000000000000e-01,-8.125000000000000000e-01,0.000000000000000000e+00,2.635625000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,-1.875000000000000000e-01,-5.625000000000000000e-01,-3.750000000000000000e-01,-1.250000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
2.501875000000000000e+02,-8.825000000000000000e+01,-1.125000000000000000e+00,0.000000000000000000e+00,-6.250000000000000000e-02,-6.250000000000000000e-02,-3.125000000000000000e-01,-9.375000000000000000e-01,0.000000000000000000e+00,2.635625000000000000e+02,-1.300000000000000000e+01,-6.250000000000000000e-02,-1.875000000000000000e-01,-5.625000000000000000e-01,-3.750000000000000000e-01,-1.250000000000000000e-01,0.000000000000000000e+00,-6.250000000000000000e-02,1.000000000000000000e+00
