351.437500,-75.562500,24.500000,-0.875000,0.437500,0.687500,-0.125000,0.187500,0.000000,351.125000,-0.062500,-0.062500,-1.312500,1.437500,0.000000,-0.062500,-0.125000,0.000000,1.000000
351.437500,-75.562500,24.500000,-1.750000,0.625000,0.750000,-0.312500,0.437500,0.000000,351.125000,-0.062500,-0.062500,-1.437500,1.312500,0.000000,-0.062500,0.000000,0.000000,1.000000
351.437500,-75.562500,24.500000,-1.750000,0.625000,0.750000,-0.312500,0.437500,0.000000,351.125000,-0.062500,-0.062500,-1.437500,1.312500,0.000000,-0.062500,0.000000,0.000000,1.000000
351.375000,-75.625000,24.500000,-2.375000,-0.125000,0.750000,-0.625000,0.687500,0.187500,351.125000,-0.062500,-0.062500,-1.312500,1.562500,-0.062500,0.000000,0.000000,-0.062500,1.000000
351.375000,-75.625000,24.500000,-2.250000,-0.375000,0.875000,-0.812500,0.375000,0.125000,351.062500,-0.062500,-0.062500,-1.187500,1.625000,-0.062500,-0.187500,0.062500,-0.062500,1.000000
351.375000,-75.625000,24.500000,-2.250000,-0.375000,0.875000,-0.562500,0.562500,-0.062500,351.062500,-0.062500,-0.062500,-1.062500,1.875000,0.062500,-0.312500,-0.125000,-0.187500,1.000000
351.312500,-75.625000,24.500000,-1.562500,-0.062500,0.687500,-0.562500,0.562500,-0.062500,351.062500,-0.062500,-0.062500,-1.000000,1.625000,0.062500,-0.250000,0.000000,-0.062500,1.000000
351.312500,-75.625000,24.437500,-0.875000,0.437500,0.625000,-0.875000,0.437500,0.000000,351.062500,-0.062500,-0.062500,-1.000000,1.625000,0.062500,-0.250000,0.000000,-0.062500,1.000000
351.312500,-75.625000,24.500000,-0.375000,1.500000,0.250000,-0.625000,0.375000,0.125000,351.062500,-0.062500,-0.062500,-0.500000,1.312500,-0.062500,0.000000,0.125000,-0.062500,1.000000
351.312500,-75.625000,24.500000,-0.375000,1.500000,0.250000,-0.625000,0.375000,0.125000,351.062500,-0.062500,-0.062500,-0.312500,1.437500,0.062500,0.250000,0.187500,0.125000,1.000000
351.312500,-75.625000,24.500000,0.375000,1.937500,0.062500,-0.437500,0.375000,0.250000,351.062500,-0.062500,-0.062500,-0.312500,1.437500,0.062500,0.437500,0.062500,0.062500,1.000000
351.312500,-75.625000,24.500000,0.375000,1.187500,-0.062500,-0.187500,0.562500,0.125000,351.062500,-0.062500,-0.062500,-0.562500,1.625000,0.125000,0.437500,0.062500,0.062500,1.000000
351.312500,-75.625000,24.500000,0.125000,0.375000,0.000000,0.000000,0.312500,0.375000,351.062500,-0.062500,-0.062500,-0.812500,1.687500,0.250000,0.375000,-0.062500,-0.062500,1.000000
