333.687500,-14.312500,-0.062500,0.812500,-0.062500,-0.062500,-0.312500,0.187500,0.125000,336.687500,-0.062500,-0.062500,-0.062500,-0.375000,0.000000,-0.125000,0.000000,-0.062500,1.000000
333.687500,-14.312500,-0.062500,1.062500,-0.062500,-0.062500,-0.312500,0.187500,0.125000,336.687500,-0.062500,-0.062500,0.375000,-0.062500,-0.062500,0.000000,-0.062500,-0.062500,1.000000
333.687500,-14.312500,-0.062500,0.750000,-0.062500,-0.062500,-0.375000,0.625000,0.437500,336.687500,-0.062500,-0.062500,0.375000,-0.062500,-0.062500,0.000000,-0.062500,-0.062500,1.000000
333.687500,-14.312500,-0.062500,0.750000,-0.062500,-0.062500,-0.375000,0.625000,0.437500,336.687500,-0.062500,-0.062500,0.562500,-0.062500,-0.062500,0.000000,-0.062500,-0.062500,1.000000
333.750000,-14.312500,-0.062500,0.750000,-0.062500,-0.062500,-0.375000,0.312500,0.000000,336.687500,-0.062500,-0.062500,0.187500,-0.062500,-0.062500,-0.062500,-0.125000,-0.687500,1.000000
333.750000,-14.312500,-0.062500,0.187500,-0.062500,-0.062500,-0.562500,0.062500,0.187500,336.687500,-0.062500,-0.062500,-0.125000,0.125000,-0.062500,-0.062500,-0.125000,-0.687500,1.000000
333.750000,-14.250000,-0.062500,0.187500,-0.062500,-0.062500,-0.562500,0.125000,0.062500,336.687500,-0.062500,-0.062500,-0.437500,0.375000,-0.062500,-0.062500,0.000000,-0.062500,1.000000
333.750000,-14.250000,-0.062500,-0.937500,-0.812500,-0.687500,-0.437500,0.500000,0.312500,336.687500,-0.062500,-0.062500,0.062500,0.687500,-0.062500,-0.062500,-0.187500,-0.437500,1.000000
333.750000,-14.250000,-0.062500,-0.875000,-0.625000,-0.812500,-0.187500,0.437500,0.187500,336.750000,-0.062500,-0.062500,0.750000,0.687500,-0.062500,-0.062500,-0.250000,-0.750000,1.000000
333.750000,-14.250000,-0.062500,-0.062500,-0.562500,-0.437500,-0.062500,0.250000,0.187500,336.750000,-0.062500,-0.062500,0.875000,0.812500,-0.062500,0.000000,-0.062500,-0.062500,1.000000
333.750000,-14.250000,-0.062500,0.562500,-0.062500,-0.062500,-0.187500,0.312500,-0.062500,336.750000,-0.062500,-0.062500,0.687500,0.562500,-0.062500,-0.062500,-0.062500,-1.062500,1.000000
333.750000,-14.250000,-0.062500,0.187500,-0.062500,-0.062500,-0.750000,0.500000,-0.062500,336.750000,-0.062500,-0.062500,0.437500,0.937500,-0.062500,-0.312500,-0.062500,-0.625000,1.000000
333.750000,-14.187500,-0.062500,-0.437500,-1.437500,-0.687500,-0.750000,0.500000,-0.062500,336.750000,-0.062500,-0.062500,0.250000,0.875000,-0.062500,-0.187500,-0.062500,-0.312500,1.000000
333.750000,-14.187500,-0.062500,-0.437500,-0.812500,-0.875000,-0.625000,0.750000,-0.062500,336.750000,-0.062500,-0.062500,0.812500,0.437500,-0.062500,0.000000,0.125000,-0.062500,1.000000
